"id","text","source","label"
1853,"ASTRO album giveaway in honor of my birthday/ graduation/ Like A King anniversary 🥳🌟Open Worldwide🌟RULES: 1. Stream Like A King https://t.co/4uvBQJOAMR (reply screenshot proof)2. Add @offclASTRO #ASTRO #아스트로  (no tags no entry)3. Like/Retweet Ends 5/26 12pm PST","twitter",0
1854,"Hiii @Harry_Styles, my birthday is in 2 days and it'd be the best present ever if you followed me and I love you with all my heart x 23,973","twitter",0
1855,"@murfofficial Think all of my 8, 18, 28 yo would be clueless. My 38 yo self might be proud. I hope my 48yo self will be.","twitter",0
1856,"My sis 29th birthday was yesterday #Aquarius her strawberry princess cake😋😋 https://t.co/zwGVvD1J54","twitter",0
1857,"@SultanRamah my birthday is in October, a Note 8 would do for my 51st year on this earth","twitter",1
1858,"8 years old I went on their bike. 18 years old they brought me in their car 🤘 https://t.co/z2KCanTfTJ","twitter",0
1859,"wait no i was probably eighteen? because i got those glasses a day before my 18th birthday","twitter",0
1860,"[Chifley] Meganium (M) (IV: 66% - CP: 30) until 09:18:54AM at 73 Wassell St https://t.co/vyp1WQLURU https://t.co/iDHvpRU456 #sixty","twitter",0
1861,"I think the only thing that was exciting about turning 18 was that I could win contests on the radio 😂","twitter",1
1862,"At that first “noona neomu yeppeoseo” i will start crying like a baby because at that time i’m literally jonghyun’s noona because he is eternally 27 yo :”””””) https://t.co/x6BNa4J7Qi","twitter",0
1863,"@TheGroCompany I want to #win the @TheGroCompany 15th Birthday #Grobag #giveaway http://t.co/YlKNmqkIg3 :)","twitter",0
1864,"im bouta go rip that big 40","twitter",0
1865,"@E_A_BEAUTY Thankyou so much my 3rd baby at 37 yikes 🙈 we are chuffed though thanks really happy xxxx💟💟👍","twitter",1
1866,"Last night I turned 19 in tesco and Kieran started playing happy birthday on his phone","twitter",1
1867,"Let me get this straight...you now expect an 18 yo with little experience to try and save the game with only three mins left!???","twitter",0
1868,"What it's like to text with a 13yo https://t.co/1iquBcIkmU","twitter",0
1869,"Idc if ur 20, if ur not 21 ur considered 12 yrs old to me😂","twitter",0
1870,"Happy 16th Birthday!!! https://t.co/P3Bw1LyrTr","twitter",0
1871,"Took my 15 y/o kitty to the vet today. Turns out she has UTI.Well then, back to working on episode 1 of DUDE, PASS IT! Tuesdays.","twitter",0
1872,"#LiveCam #Mienna, 28yo Female with Slender body, 37B tits, Brown eyes and Brown hair. https://t.co/3AV7HXKh1H #freesexcam https://t.co/a3OJIkpcKv","twitter",0
1873,"She just turned 18 today. Chat with her.   https://t.co/VJD1ZKIdpC #lesbianbigtits #lesbianfacesitting #mothe https://t.co/HQ0yyeV23y","twitter",0
1874,"Wishing the amazing Debbie Harry a very happy 71st birthday!Seen here with James Woods in Videodrome (1983). https://t.co/iy7YGoz93Z","twitter",0
1875,"@JenWesthoven @realDonaldTrump great... I'm turning 65 this year &amp; can't wait to see if I get ... well, you know","twitter",0
1876,"This isn't home. Just a place where I'm forced to stay until I turn 18","twitter",0
1877,"Ex-Liverpool defender Jose Enrique has announced his retirement at the age of 31, due to a long-term knee injury.All the best Jose! 🔴🇪🇸 https://t.co/Y6qYm7nHpk","twitter",0
1878,"Couldn't be more happy that my job is to make children smile with my favorite monsters. Happy 47th Birthday Sesame Street💙","twitter",0
1879,"Wishing Her Majesty the Queen a very happy 92nd birthday. Long may she reign, and God Save the Queen!   @RoyalFamily #QueensBirthday","twitter",0
1880,"Can't believe I'm turning 18 in less than 5 months))):","twitter",1
1881,"@realStefanStrek @AliceEJMunro @process_x If the doctors listened to me instead of judging if I was looking to score or mental they would have diagnosed me years earlier. Polyps infested my sinuses by 20, calcified Liver at 31, facial paralysis at 34. It was all dismissed because they wanted to see a drug seeker.","twitter",0
1882,"Happy 42nd birthday ❤️  Gone but never forgotten, R.I.P #PaulWalker http://t.co/fKQFz0CiXD","twitter",0
1883,"@karenvisser Some man was saying at 40 we will need men to help us cross the road. Ok brah","twitter",0
1884,"can’t wait til my 21st getting lit with my sisterssss💛💛","twitter",1
1885,"26 years old and I have never colored my hair and I CANT WAIT to get it colored 😃😃😃","twitter",1
1886,"happy 23rd birthday mami!! hope you have the perfect day today  @jaydampier","twitter",0
1887,"He would've been 51 years old today😕Suicide is never the answerHappy birthday to a legend https://t.co/5btQFQqwu5","twitter",0
1888,"32, bout to be 33 in 13 days &amp; a mom in 63..... I'm currently watching Spongebob squarepants. Yes I'm satisfied with myself. Suck out.","twitter",1
1889,"I feel really boring &amp; outdated! I need a change ready for my 21st! #newlooknewme #freshstart","twitter",1
1890,"I cannot wait to celebrate my 21st with Andrea's 21st lol. Even though mine was in November 😌#thatsmybestfriend","twitter",1
1891,"Grandma turned 74 on the the 1st. And my mom just turned 46 today.","twitter",0
1892,"My favorite movie is my age 20 years old and it never disappoints my heart","twitter",0
1893,"If you can't see yourselves together at 80 don't waste each other's time at 20.","twitter",0
1894,"Even at 19 I scream for my dad when I see a gecko 😣 and he comes running as if I am dying hehe oops.","twitter",1
1895,"@cyberomin I wish someone had warned me about this age 18!","twitter",0
1896,"Laying in bed w a heating pad on my neck and an ice pack on my lower back watching Dr. Oz talk about back pain .. When did I turn 90 ????","twitter",0
1897,"47 years of age. FORTY SEVEN. 😍😍 https://t.co/atx6P19MGU","twitter",0
1898,"@fvckeny 12 years old bro","twitter",0
1899,"@Breaking911 You think I would have turned her in at 14? Hell NO!!!","twitter",0
1900,"@WSJ @willmckinley No one should die at 34.","twitter",0
1901,"@Imaani615_ keyword *did,apartment was just b/c. now, carry on. Parents make over 200,000 dollars a year. HS grad @ 17 or a junior at 18 🐸","twitter",0
1902,"@ruthlessxvixen i was supposed to say i cant belive ill be 18 tomorrow this is crazy","twitter",1
1903,"Today is my 18th bday. If not for @BTS_twt , I wouldn't even have seen today. BTS, thank you for being born… https://t.co/kT6G7XSn8k","twitter",1
1904,"A LITTLE BOY ON A SCOOTER THAT LOOKED LIKE 14 YRS OLD JUST SAID ""Damn girl"" TO ME THEN SCOOTERED AWAY.","twitter",0
1905,"@realDonaldTrump Happy John McCain Day !!!! ..... Today Trump turns 73 years old in body .... He turns 3 years old in mind.","twitter",0
1906,"Yes I'm 25 years old and still eat applesauce, think it's weird? Suck my dick","twitter",1
1907,"At 23, poor @TheJamesForster hasn't seen his beloved Spurs win the FA cup. My eldest is 4. We've won it three times since she was born.","twitter",0
1908,"You are 45 years old GROW UP #annoying #overit","twitter",0
1909,"amazing how literally two months after turning 25 i've gone from actively dating, thinking it's okay to still be stuck in retail, and wanting to party--to constantly telling myself ""i'm too old for that"" and barricading myself in my room 24/7 because i hate being alive","twitter",1
1910,"@jocmxoxo My 21st is next year shawty I’m blacking out and that’s a promise after this baby 😂😂😂","twitter",1
1911,"my brother is almost 14 years old and my dad still hasn't told him that Santa Claus isn't real 🙃","twitter",0
1912,"$TNDM let's go....Should have sold at 52 and bought back at 39. Would have doubled money because it's going back to the 50s soon. Sept25","twitter",0
1913,"Well now I've got 2/3 😭😭can't wait to turn 21 https://t.co/mbecZX6AoC","twitter",1
1914,"I guess at 23 I'm getting old because I'm starting to not understand the slang nowadays. What is ""no shade"" suppose to mean?? LOL.","twitter",1
1915,"Jungkook (정국), born Jeon Jung-kook (전정국, September 1, 1997 (age 20)) – lead dancer, main vocalist 🐰#BTSARMY #BestFanArmy #iHeartAwards #THOSfans BTS TAE TAE","twitter",0
1916,"contemplated suicide everyday when I was 12-18 years old.","twitter",0
1917,"Niggas be hurt I hit they WCW big 40 ion wrestle this ain't WCW.","twitter",0
1918,"@akreana_ SENSITIVITY PHOTOS. Hi. Anyone that knows what is the cause of this? My younger sister, 14 years old, has developed those things all over her body. It started off as a simple itchy rush but now it is getting worse, it’s been two weeks now, no medication is helping. @sindivanzyl https://t.co/4Z6zUPhvMC","twitter",0
1919,"For my 18 birthday, I'm taking that trip to Texas faithfully 😊💙","twitter",1
1920,"The house smells amazing. Mom just baked my birthday cake. She knew it was coming, so she baked a cake. 4 more sleeps, and I'm 42. BEST AGE EVER.","twitter",1
1921,"These players have made 10+ appearances in the UCL whilst under the age of 21 since 2013... 🙌 https://t.co/fKRbQrpx3F","twitter",0
1922,"I want pitbull to sing at my 21st bday even tho its gonna be at rainforest cafe","twitter",1
1923,"@mtb1002 @dust2dust34 Yes good point. In an ideal world, she'd get the same 14 ep deal Willa got in S5 - who better be back at 23 next year!","twitter",0
1924,"R.I.P to a true legend, Sri Devi ❤️ - age 54 but didnt look it! https://t.co/rIZgTYdhHn","twitter",0
1925,"11:11 A lit 15th birthday🎊🎉❤️","twitter",0
1926,"I'm not to excited about turning 19 but i can't wait till my birthday just because it's my day ☺️","twitter",1
1927,"@john28devlin i blocked you to be the bigger person because this isn’t your argument. you are 19 years old keep this up it’s embarrassing. just wait for the truth to blow up in your face kid","twitter",0
1928,"so i’m turning 18 today, , , i’m-","twitter",1
1929,"When you turned 18 &amp; ur parents make you set up all your appointments and handle adult stuff now https://t.co/p0HMZZuBKQ","twitter",1
1930,"Bruhhhhh imagine being 19 years old and still not showering everyday","twitter",0
1931,"me at 20, natural hair.maybe i'll do this again next... https://t.co/2ghxqn2aXq","twitter",0
1932,"I really hate when ppl remind me of my 21st bday cuz I was too turnt smh","twitter",1
1933,"Our thoughts are with the family and friends of Englands greatest ever and World Cup winning goalkeeper who sadly passed away at the age of 81. #RIP https://t.co/pr17W6Hv4m","twitter",0
1934,"I want a border collie when I grow up. Wait...when I grow up? - Stephen Reustle, 23 years old, 2016","twitter",0
1935,"i feel like i was 16 and blinked and now im 3 weeks off turning 21 wtf","twitter",1
1936,"On Weekday, Oct 18, the monthly “Congressman Politician Work Hours” took situation at the Lake Isabella governance mall. Before a period, Kevin Politician, Congressional Typical representing our 23rd Territory, charge sole of his stick to clout community hours and  ...","twitter",0
1937,"@BedeliaRising 26....ah the memories of ME being 26. I thought you were turning 18 from that Twitter AVI/photo of y… https://t.co/XY9GXRXro6","twitter",0
1938,"HE'S ONLY 16 YEARS OLD 😳 https://t.co/VCsyjl88Jd","twitter",0
1939,"It's my birthday, 21 😅","twitter",1
1940,"I remember when ""cyber"" meant having chat sex online with a 40yr old man posing as a 13yr old girl. Commerce ruins everything #CyberMonday","twitter",0
1941,"A lady whose name is identified as Berlange Presilus took charge of her life at 28 year old as she becomes a successful model after several name-calling and bullying due for... https://t.co/uK8kayUPT1","twitter",0
1942,"@RunInRedSox @MelissaKahn7 *GASP* how could you say that?!?! I never went until I was 25. And went again at 26 and 28. Clearly I loved it!","twitter",0
1943,"Like. 1.) ugh. That’s my baby sister. I don’t want to think about her like that at all. 2.) Im so uncomfortable with myself how can I be comfortable with my sister 3.) IM SO DEVELOPMENTALLY STUNTEd MY 17 YO SISTER IS DOING BETTER THAN ME 4.) GREAT. 5). I WANTED TO BE THE ONLY ONE","twitter",0
1944,"He says he was going at 40 but bitch please if y'all saw how bae ended up. Y'all would for sure know that his bitch ass wasn't going at 40!","twitter",0
1945,"I was just wondering if John Mayer is part of one of those pacts you marry a friend if you turn 40 and is still single... https://t.co/MQFXTWIaYs","twitter",0
1946,"I'm at my breaking point with this kid. He's so worried about wtf I'm doing at work when he should be doing his job. I'm 25 years old, your 19. I don't need shit from you.","twitter",1
1947,"Hellooo @Harry_Styles 👋  I'm turning 18 🎂🎈tomorrow and it would be lovely ☺ if 👆follow me 👇 please 🙏it would mean a lot. 😍 ❤«4,495»","twitter",1
1948,"Being that the most recent parent trap (20 years old)  was a remake of an older parent trap (57 years old). They need to Let greats be greats. https://t.co/t3kixwh5IC","twitter",0
1949,"My 26th bday will def be one for the books.","twitter",1
1950,"Happy 42nd birthday!May your birthday be filled with love.2017.1.28. https://t.co/cDfulIJHf7","twitter",0
1951,"My 29th #GetGorgeousGiveaway winner is: @lifestylearchiv 🎉 💗🎉Please email contact@carlyrowenashop.com with#GetGorgeousGiveaway winner as subject line of your email. Your full name, postal address, post/zip code &amp; Twitter handle which you used to enter the Giveaway. 💗","twitter",0
1952,"happy 18th birthday!!!! @RyannBerkey https://t.co/WUAFH6cE5m","twitter",0
1953,"#Venus is now (07h58m01s UT) culminating at 19°29'57.6'' #Cancer conjunct #mediumcoeli at Athens, GR","twitter",0
1954,"I found out today that you can go to the Air Force at the age 39.","twitter",0
1955,"Looked at 33 people only 2 to interview. My 2nd tip is #jobseekers show some interest in the actual job you are applying for!","twitter",0
1956,"I Just turned 75 at the stroke of midnight today!Don't have words to thank all those who have supported this journey of a boy, who studied under streetlights, to whatever little he was able to contribute to our beloved nation today https://t.co/0Rm61nja9W","twitter",1
1957,"@johnnybezgood @LeBronFactory Context!! Lol here’s your context. LeBron scored 29 out of the last 30 pts in a GM5 (48 in total). DOUBLE OT! Context. On THE ROAD. That Pistons dynasty still had Sheed Prince Billups Hamilton, lol 29 out of 30! Show me who else did that? 22 years old! #Context 🤡","twitter",0
1958,"I learned of THE confederate flag at 15, when they used it as anti gay rhetoric...but the African American population showed up to support LGBT and educated mass idiots with truth. https://t.co/feTX821xp8","twitter",0
1959,"Today is my hubbys @rkcomedy best friends 40th birthday! He got him a BFF necklace LOL. Bryan our life would not be the same without you in it. God knew what He was doing when  He brought you into our life, We Love You! @BeyondtheGlass3 @BryanGr25697671  @bryandartpg https://t.co/l5a6B207Ac","twitter",0
1960,"@thegoodlif3 this exactly how i felt on my 21st!","twitter",0
1961,"#Finally21 🍸 https://t.co/JCh3A1CoMA","twitter",1
1962,"I can’t imagine being able to drink legally at 18 I would have gotten pregnant just straight up LOL","twitter",0
1963,"Marley (age 10) winning at blackjack. Playing with Oreos as money. Babysitting.","twitter",0
1964,"It's never been more hut for something in my 22 years of life","twitter",1
1965,"At 16 smh. That shit was terrifying. https://t.co/MUr1BPTLKP","twitter",0
1966,"me at 23 https://t.co/7zYNY8Ye5K","twitter",0
1967,"Someone clean my house for me for like $20 a week 😫","twitter",0
1968,"i cannot fucking function the fic hits close to home im gonna be bawling about this until i turn 90","twitter",0
1969,".@TheUnitNBC  investigation has sparked series of major security changes at 34 South Bay schools: https://t.co/RkHw3mzFYT","twitter",0
1970,"but when i turn 18 it's game over for some dudes who been waiting LMAO","twitter",1
1971,"@joerogan Maybe more people are worried about their future than you were at 16?","twitter",0
1972,"Survival to age 65, male (% of cohort)🇮🇸ISL: 90%🇦🇺AUS: 89%🇮🇹ITA: 89%🇨🇦CAN: 88%🇬🇧GBR: 88%🇶🇦QAT: 87%🇩🇪GER: 86%🇫🇷FRA: 85%🇨🇳CHN: 84%🇺🇸USA: 82%🇹🇷TUR: 79%🇲🇾MAS: 77%🇦🇷ARG: 76%🇨🇴COL: 73%🇵🇰PAK: 68%🇮🇳IND: 67%🇵🇭PHI: 62%🇲🇳MGL: 59%🇷🇺RUS: 57%🇳🇬NGR: 45%(World Bank)","twitter",0
1973,"@BryantJaii So sorry... I had to put my dog down last Saturday. 16 years old.","twitter",0
1974,"@_camicook I don't really like you all that much but happy 16th birthday #shealwayswantstobeinthemix ❤️😂 https://t.co/V9yYErOjOK","twitter",0
1975,"@iamdanielskye its my birthday tomorrow could you follow me? it could make my day 10 times happier 😄🎉 PLEASE DANIEL ‼️ x63","twitter",0
1976,"I'll be turning 19 within a month woo! 😯🙌🎉","twitter",1
1977,"God is sooooo fucking goood!!😩. after having the worst few weeks I’ve now been offered a job as a Property Development Manager😩❤️❤️❤️❤️🎉🎉🎉🎉 And im only 19 years old😩😢❤️","twitter",1
1978,"The bid has died! Long live the bid 🌻:""Alice in Wonderland "" type market - buy anything and watch the price drop 10% in 2 days #magic :-)#Edelweiss investor day presentation from Sep 24, 2018https://t.co/z67UjUH7tY","twitter",0
1979,"70 years old and still not started his job. Sounds like me. 😃😃 #lorraine","twitter",0
1980,"20 years old and listening to FOB radio over Pandora like my middle school self","twitter",1
1981,"Today was literally the best I'm so blessed💘finally 17! https://t.co/elaRNKmA48","twitter",1
1982,"@imkobii Happy Birthday little sister finally 13 😭😌😍👏🏽👏🏽🎉🎉🎉🎉🎉 you growing up on me 🙈 enjoy","twitter",0
1983,"Invested money at age 18 and I think I made the right choice.","twitter",0
1984,"my mom &amp; dad got married at the age of 19....","twitter",0
1985,"sorry but this new programme out about Jamie bulgers killers is a joke. we meant to feel bad because they were only 10 and living on the streets and had a terrible up bringing?I had a horrible up bringing and at 10 years of age knew right from wrong. They bastards deserve to die.","twitter",0
1986,"Last week Holmes saved an 80 yo woman from falling down the escalator at Dane County Airport but he was dragged... https://t.co/7PZHMSxXoS","twitter",0
1987,"jungkook looking so hot since 15 years oldim turning 15 in a few days and im still a potato #방탄소년단 #더쇼 @SBS_MTV http://t.co/OymFToWoyF","twitter",1
1988,"atleast i dont look like a 11 yrs old 😜 pull ur shirt up gurl, no ones wanna look at ur none existance boobies 😘","twitter",0
1989,"I'm sorry but a picture of you at 14 with no make up to a picture now with a caked face isn't a transformation you just learned to cover up","twitter",0
1990,"@udarnik @catjacarol01 @MackayIM My Grandfather had Scarlet Fever as a child. He was sick with heart problems at age 40. He had heart valves replaced twice. He died at age 48.Anti-vaxxers can fuck all the way off.","twitter",0
1991,"@Playboy @goolemturp she looks like a 13 years old teen... Brava!! #pedophilia No wonder men buy sex from younger girls everyday! #shame","twitter",0
1992,"After she ran a few test and checking me she threw my happy ass in the hospital. Thomas: I'm 21 years old and… https://t.co/3pjm1yBMhP","twitter",0
1993,"Happy 27th Birthday Selena Gomez! https://t.co/hreIEQOt54","twitter",0
1994,"I'm 19 years old yet whenever someone asks my age I automatically say 17 and I don't know why","twitter",1
1995,"@megggilyot So wow this dude turning 23 next week or something?","twitter",0
1996,"REDNECK 40th Birthday for John King🎂🎈🎊","twitter",0
1997,"I have a year and a half to save up for my moms 50th birthday","twitter",0
1998,"Wish I could skip turning 20 and just go to 21 so my age can actually be useful","twitter",1
1999,"I wasn’t even thinking about sex at 13, I really wish tf my daughter would... 🤒 https://t.co/M9Cdn3JB9r","twitter",0
2000,"@maarrisaaa that was 37 index cards, I'm now at 53","twitter",0
2001,"Happy birthday to my favorite gurl @Alexx_Nadine 💗💗💗 hope you'll get an amazing 20th birthday!!! Love you 👭 https://t.co/jcb64Xhq3X","twitter",0
2002,"im actually refusing to accept the fact gerard is turning 38 tomorrow and im literally going to ignore his birthday probably","twitter",0
2003,"@hamrickisms On the face of it, good idea: it is economically inefficient to cripple a generation with debt. (My ex-wife will pay off her student loans at age 64; my brother at age 66.)BUTThe issue with details of Warren’s plan is it gives more relief to the wealthier. No easy solutions","twitter",0
2004,"@EthanDolan can you follow me please?In 9 days is my  birthday🙏🙏  😭🙏🙏please babe ❤️ILYSFM 16","twitter",0
2005,"You can take the girl outta Disney, but you can't take the Disney outta the girl! #21 #BirthdayBadge http://t.co/6uZC9KZ0y8","twitter",1
2006,"I need to teach the children about sexuality. I have learned about the birds and I have learned about the bees at the ripe old age of 35 years. Y’all don’t know shit. So ask a HOE!","twitter",1
2007,"So, I have a brother... And he turned 28 once... http://t.co/83nEP3NrW0","twitter",0
2008,"White male. 21-25 years old. 5 ft 9. http://t.co/Dlkdj2FJsa","twitter",0
2009,"#lifeofthegummclan #lovemyman #happybirthdaymitchell #44 https://t.co/sZj4rqo9mR","twitter",0
2010,"My birthday at 12 bih 😼","twitter",0
2011,"Finally 10 lembarrrrrr","twitter",0
2012,"All this means is I'm still gonna watch Gundam, in my undies, come age 30","twitter",0
2013,"41 days until my 21st. Be ready guys. 🍻🎉🍻🎉🍻","twitter",1
2014,"@Sighrod @Brnzii @North_Irah @_Rnikz @NorthHyzer @_Xryj I'm glad Im still a virgin at 14, so not really an insult","twitter",1
2015,"@GentlemanRascal If I'm riding my bike downhill at 40 mph and 1 pedal falls off, how many fish does it take to bake a cake?","twitter",0
2016,"@RellytheCrip Lol girl my grandma gave 0 fucks she had her first kid at 14 &amp; still wanted more 🤦‍♀️ lmao she got li… https://t.co/1OTxgaoF9i","twitter",0
2017,"imagine doing this at 13 and still fumbling the bag https://t.co/iSU9xsCNKl","twitter",0
2018,"Everyone’s in fall mode because it’s September 1st meanwhile it’s still gonna be 80 next week","twitter",0
2019,"Who unfollowed!?! I’m at 79, from 80. I was all happy and then bam. DREAMS CRUSHED","twitter",0
2020,"@DelilahSDawson @IseultSidhe1 @ChuckWendig I... I don't want to turn 40. How do I get off this ride?! Somebody?Can we just... I WANT MY MONEY BACK!","twitter",1
2021,"@mtracey I look forward to your thousand upcoming articles on this. I imagine the 1001st won't be published before you die of old age at 99.","twitter",0
2022,"@zakmorton_ Happy 20th birthday!!!!!!    Maybe your forehead will stop growing now 😐 Love ya miss ya xxxx 🧡 https://t.co/mRnWtHx9hv","twitter",0
2023,"It's practically impossible to get your credit score from 0(which it starts at for most, at 18) to 750 in less than… https://t.co/pFw5Kj0WSl","twitter",0
2024,"Excuse me, but Jake Gyllenhaal is only 38 years old. How dare you.","twitter",0
2025,"#26YrsOfThalapathyVIJAY at the age of 40+ he looked so charming 😍😍 ur speeches r my stress busters ❤❤ how to live a life against his haters in silence just #ThalapathyVIJAY things nenga valanum semaaiya valanum 🤗🤗 https://t.co/7sMZpNiwLE","twitter",0
2026,"Is it difficult to turn 30? Because I'm convinced my brother was trying to skip his birthday altogether lol","twitter",0
2027,"At a party he met his future wife Tashera. She was the first person he ever trusted. He confided in her his darkest secret, his addiction to cocaine. She vowed to help him. They had their first son at age 20. He worked hard to provide for his son. https://t.co/kwEQ3KPyxR","twitter",0
2028,"Next year* I’m turning 21 🥺","twitter",1
2029,"Love this hashtag. I wanted to be a writer because, at 10 yrs old, I was obsessed with @StephenKing novels. Nothing against princesses, but definitely not my dream.  #TweetYourNonPrincessyLittleGirlDreams","twitter",0
2030,"#Thalapathy is the only actor in India under the age of 50 to remain as Minimum Guarantee Hero for more than 20 years even after working with 28 debut directors out of 62 Films...This is stupendous 👏👏#11DaysToGo4ThalapathyBDay","twitter",0
2031,".@FedEx How can you stand with a company that degrades all U.S. airline workers over the age of 26? https://t.co/Lr4CCAxVFI","twitter",0
2032,"TODAY IS MY BIRTHDAY AND I LOVE YOU ALL REGARDLESS OF WHO YOU SUPPORT. I am 57 years old today. Please help me #BBBringback Ahneeka to the house.  I promise she won't disappoint. And yes, we oldies are hooked on BBNaija too.  Cheers.😘😘😘😘😘#BBBringbackAhneeka#BBNaija","twitter",1
2033,"When I turn 20 I'm going to try and grow facial hair 🎅🏽","twitter",1
2034,"Swedish electronic music DJ Avicii found dead at age 28 https://t.co/IlUz7iDv3Q","twitter",0
2035,"Mark Appel is retiring at age 26.","twitter",0
2036,"Elderly woman forcibly removed from residence, jailed days before 94th birthday https://t.co/tF6gbUBrph #canada","twitter",0
2037,"i AM TURNING 20 TOMORROW AND SEHUN IS TIRNING 22 KAMSKSMD","twitter",1
2038,"Ebony slut enjoys egg and Hungarian sausage for breakfast https://t.co/DsLyJTd21c  preeti naked pussy video ver porno blackberry black chicks sleepsex slutload gave up sex for food jepangse 18yo amateur www all ebonycips perfect tits solo","twitter",0
2039,"60) me at age 6: i love pink 💖💓💕💖🌸💗🌷💓💖💕🎀me at age 12: pink is for SISSIES my favourite colour is black now 💀🖤❌💣⚔️💉🖤me at age 22: i love pink 💖🎀💓🌸🎀💖🌸💕💓","twitter",1
2040,"My 21st birthday is less than a week away&gt;&gt;&gt;&gt; #perfection","twitter",1
2041,"Taking a shot for every year I've been alive, I lost track at 32. https://t.co/CDY7FDxgh5","twitter",0
2042,"@cmcdavid97 20 years old, making nearly $850K/year. What am I doing with my life","twitter",0
2043,"51 years old Michael Jordan vs. Kobe Bryant fan #Topbuzz https://t.co/p6JrL4cKDS","twitter",0
2044,"Happy 16th birthday sistaaa i hope u enjoy ur day!! http://t.co/FM3n9IkXjb","twitter",0
2045,"VC of dab university. Never in my 52 years of watching this sport have i ever seen a player rated based on 6 seconds https://t.co/NdNLhH5Kug","twitter",0
2046,"72 tomorrow 🤔 the bitches gonna be out 😂😂","twitter",0
2047,"@PrincesssBob @KarenHBStanley I wasn't molested as a child but raped at 15 years old.","twitter",0
2048,"As you guys know.. monday i turned 21 and i could not be forever grateful for what God is doing and for what he has in store 💛","twitter",1
2049,"Hi guys, i gave birth at 16 to my beautiful daughter Navaeh, she is my LIFE. my favorite snapchat filter is the flower crown and forever 21 is like my fucking life","twitter",0
2050,"It's suppose to be 80° tomorrow🤔","twitter",0
2051,"Education attainment persons 18-24 years old in #PuertoRico looks higher-not lower-compared to several of 50 states https://t.co/vB1Nsb4HfV","twitter",0
2052,"@tinytwink Age 10 — parents had oftener warned me about the dangerous teenagers/hippies in the neighbourhood. Sent me down the street to fetch my sister who was visiting a friend. 2 houses — not sure which one but a gaggle of teens headed down the street so picked one.","twitter",0
2053,"Happy 82nd Birthday Morgan Freeman! 🎈 https://t.co/KZ2fTtA5Yy","twitter",0
2054,"Well, I'm officially 25 years old :-)","twitter",1
2055,"#Israel's occupation soldiers on Thursday heavily assaulted 33 y/o man in the city of #Jericho on occupied West Bank; few hours later he was dead https://t.co/i2HCE12Gcv #BDS #BoycottIsrael #EU #Europe #EuropeanUnion #IsraelNews #News #Palestine #PalestineNews #UK #WorldNews","twitter",0
2056,"My 14 y/o cousin is snap chatting me about being drunk on Saturday &amp; my grandparents (that she lives with) bitch at 21 y/o me for drinking🙃","twitter",1
2057,"My 21st is exactly 2 months away 🍻","twitter",1
2058,"Today's my birthday! Show some love! 😊😁❤20 never looked better! https://t.co/Tzw474PFrz","twitter",1
2059,"idc if it’s legal in your state to consent at 16. if you over the age of 18 you should not be fw anybody under 18.","twitter",0
2060,"Being along every night for the last 3 weeks has helped me discover my true self..apparently I'm a 70 year old woman crocheting life away","twitter",0
2061,"Gosh. I'll be 24 in a week. Weirdddd","twitter",1
2062,"I can't believe I'm turning 22 this month. I'm ready to be a kid again with no worries in the world 😅","twitter",1
2063,"I’m tryna turn 50 dollars into 500 , somebody inbox me on the scamming shit cause I’m ready to risk it all. Fuck it I need FreeBands 💀💀","twitter",0
2064,"of course my 21st birthday lands on the hardest week of this semester 🙄","twitter",1
2065,"so it can be judged. It be pretty amazing if a 79 year old socialist jew won. Howard Schultz has promised a run if Bernie wins nomination. I'd put Mr Trump's reelection percentages at 60.","twitter",0
2066,"I like to start my Christmas/25th Birthday list around now to prepare everyone 😜","twitter",1
2067,"@CF_MakinMoves Happy 22nd Birthday bro!!","twitter",0
2068,"On a lighter note. Mom had a late birthday brunch with cousins today. 21 years young (; https://t.co/fQsld59OFs","twitter",0
2069,"😍 My birthday is in 5 days @Real_Liam_Payne 😍😭🙏PLEASE FOLLOW ME😭🙏It is what I want most of 16th birthday#1DBR #MadeInTheAM #1D✖️5.963","twitter",1
2070,"101 Days till Ya girls 24th Birthday 🤟🏻","twitter",1
2071,"Happy 80th birthday papa ❤️ https://t.co/PiuvlOO6xR","twitter",0
2072,"I now have 2 outfits to get ready 2 wear 2 my 20th reunion.  Im starting now to try to figure it out, in hopes I don't have to buy anything.","twitter",0
2073,"Horny male 20 yrs old kik me at judoo23 females only for a good time https://t.co/9J0PSc0yit #sexting #kik #snapchat #skype","twitter",0
2074,"Might be 20 years old, but try as I might I could not help laughing at my lecturer saying muff today","twitter",1
2075,"@liliana_leigh those 13 years old party girl...................................................","twitter",0
2076,"Hi guys 🌊My birthday is in 3 days🎈Can you follow me?🙏This would be the best gift ever 💖 @TheTideLevi @TheTideDrew 15","twitter",0
2077,"Im 22 years old with a 4 year old and a 2 week old. And I feel so blessed 💕","twitter",1
2078,"1 week till my 21st 😄","twitter",1
2079,"@AllEyesOnMani That’s when I turned 25 ☺️","twitter",0
2080,"Birthday dinner with day! #28thbirthday #august28th @ Olive Garden https://t.co/QNIZSd8QQy","twitter",1
2081,"@Metal_Melissa I'll be 38 tomorrow! High key pissed he wasn't a 37 weeker but whatever.","twitter",0
2082,"Will bang from being age 15 till forever xxxxx https://t.co/fTlyc0F7gw","twitter",0
